S.no,BemisCode,District,Tehsil,UC,SchoolName,gps_Point,_xCord,_yCord
508,45475,Naseerabad,Tamboo,Ghari Rehman,Sharif umrani,28.4247441 67.9666005,28.4247441,67.9666005
509,45476,Naseerabad,Baba Kot,Baba Kot,Chandia Lahri,28.3455903 67.8748789,28.3455903,67.8748789
510,45477,Naseerabad,Ghari Rehman,Tamboo,Pir Bakhsh Umrani,28.2636117 67.8860997,28.2636117,67.8860997
511,45478,Naseerabad,Tamboo,Baba Kot,Roshan Ali Umrani,28.3779169 67.7683309,28.3779169,67.7683309
512,45479,Naseerabad,Tamboo,Kona Tamboo,Lal Muhammad jattak,28.4254903 67.916565,28.4254903,67.916565
513,45480,Naseerabad,DM Jamali,Quba Qaiser,Sultan Khan Bugti,28.5882609 68.3201562,28.5882609,68.3201562
514,45481,Naushki,Naushki,Badini,Fateh Muhammad,29.6735934 65.9786224,29.6735934,65.9786224
515,45482,Naushki,Naushki,Badini,Noor Muhammad Gaznali,29.7326241 65.976391,29.7326241,65.976391
516,45483,Naushki,Naushki,Keshingi,Lal Muhammad ,29.7466724 66.1942898,29.7466724,66.1942898
517,45484,Naushki,Naushki,Badini,Qadir Bakhsh kisankoori,29.6374232 65.9905031,29.6374232,65.9905031
518,45485,Naushki,Naushki,Keshingi,Muhammad Aslam,29.7201126 66.1729607,29.7201126,66.1729607
519,45486,Naushki,Naushki,Keshingi,Muhammad Usman,29.6871182 66.2418797,29.6871182,66.2418797
520,45685,Naushki,Naushki,,Killi Imam Bakhsh,29.6807449 66.1422717,29.6807449,66.1422717
521,45488,Panjgoor,Gwargo ,Gwargo,Mohella Dhally Bazar,26.7906001 64.2888891,26.7906001,64.2888891
522,45491,Panjgoor,Gwargo ,Dasht Shahbaz,Mohella Wadano/BERONT,26.7099534 64.0379627,26.7099534,64.0379627
523,45492,Panjgoor,Gwargo ,Gwargo,Mengal Bazar,26.7655502 64.1007182,26.7655502,64.1007182
524,45493,Panjgoor,Gwargo ,Gwargo,Mohella Shahmeer Bershunki,26.7865271 64.2308985,26.7865271,64.2308985
525,45494,Panjgoor,Gwargo ,Gwargo,Mohella Khair Muhammad Kallag,26.7361202 64.2225663,26.7361202,64.2225663
526,45495,Panjgoor,Gwargo ,Koh Bun,Killi Kalari Gul Baig,27.052103 65.0349232,27.052103,65.0349232
527,45496,Panjgoor,Panjgoor,Gwargo,Mortan,26.7781718 64.2930071,26.7781718,64.2930071
528,45497,Panjgoor,Panjgoor,Sarikoran,Mohella Kachkol,26.9667263 64.1578306,26.9667263,64.1578306
529,45498,Panjgoor,Gwargo ,Gichk,Ghulam Jan Bazar Gichk,26.9853637 64.8744188,26.9853637,64.8744188
530,45499,Panjgoor,Gwargo ,Keelkor,Sofi Ghulam Bazar Keelkor,26.2101943 64.0556366,26.2101943,64.0556366
531,45500,Panjgoor,Gwargo ,Keelkor,Red-e-Tok Keelkor,26.254589 64.0091038,26.254589,64.0091038
532,45501,Panjgoor,Gwargo ,Keelkor,Dashtak Keelkor,26.3626784 64.140258,26.3626784,64.140258
533,45502,Panjgoor,Gwargo ,Koh Bun,Mohella Rehmat Bazar ,26.6525056 63.952912,26.6525056,63.952912
534,45503,Panjgoor,Parom,Bandeken Parom,Haji Moheem Bazar Parom,26.6315546 63.2631829,26.6315546,63.2631829
535,45504,Panjgoor,Panjgoor,Kallag,Murad Bux Bazar Sabz Koh,26.9846286 64.0193445,26.9846286,64.0193445
536,45505,Panjgoor,Panjgoor,Sarikoran,Mohella Haji Muhammad Sharif,26.9950771 64.1612298,26.9950771,64.1612298
537,45506,Panjgoor,Panjgoor,Sarikoran,Karim Bux Bazar Han e Tal,26.9749425 64.3136807,26.9749425,64.3136807
538,45507,Panjgoor,Panjgoor,Sarikoran,Beerander,26.9975063 64.1802204,26.9975063,64.1802204
539,45508,Panjgoor,Panjgoor,Sabzab,Mohella Bahar,26.9987345 64.216617,26.9987345,64.216617
540,45705,Panjgoor,Gawargo,Kelkore,Noor Bakhsh Bazar,26.2773131 64.0910161,26.2773131,64.0910161
541,45706,Panjgoor,Gawargo,Gichk,Muhalla karkedal Gichk,27.014476 64.937283,27.014476,64.937283
542,45707,Panjgoor,Panjgoor,Chitkan,Muhalla Munir Ahmed,26.9650123 64.1155964,26.9650123,64.1155964
543,45708,Panjgoor,Panjgoor,Washbodh,Killi Naseerabad Basham,27.0332122 64.1851568,27.0332122,64.1851568
544,45710,Panjgoor,Panjgoor,Washbodh,Killi Anwarabad Bisham,27.020572 64.1688515,27.020572,64.1688515
545,45711,Panjgoor,Panjgoor,Surdo,Muhalla Usman Green Town,26.955791 64.1720156,26.955791,64.1720156
546,45712,Panjgoor,Panjgoor,Sary Koran,Baloch abad Dogani,27.0002219 64.1867825,27.0002219,64.1867825
547,45723,Panjgoor,Panjgoor,Tap,Faizabad,27.008788 64.0571505,27.008788,64.0571505
548,45509,Pishin,Karaizat,Bostan,Killi New Mehtarzai,30.9357733 67.3446133,30.9357733,67.3446133
549,45512,Pishin,Huramzai,Ibrahimzai,Bala Ibrahimzai,30.7435477 67.0371483,30.7435477,67.0371483
550,45513,Pishin,Karaizat,Rod Malazai,Pareza ,30.6390934 67.5305612,30.6390934,67.5305612
551,45514,Pishin,Saranan,Ajram,Syed Abad Ajram,30.2748857 66.6335722,30.2748857,66.6335722
552,45515,Pishin,Pishin,Ajrum,Killi Darya Khan/Alam abad,30.6000906 67.0182191,30.6000906,67.0182191
553,45516,Pishin,Saranan,Ajram,Syed Ghani,,#VALUE!,#VALUE!
554,45517,Pishin,Saranan,Ajram,Askavi Ajram,30.357198 66.7159099,30.357198,66.7159099
555,45518,Pishin,Saranan,Ajram,Hazrat Gul Ajram,30.3582048 66.7577888,30.3582048,66.7577888
556,45519,Pishin,Huramzai,Char Badizai,Killi Char Badizai,30.6753464 66.7886997,30.6753464,66.7886997
557,45520,Pishin,Karaizat,Mughtian,New Nasaran Jilani,30.4097174 66.9699295,30.4097174,66.9699295
558,45521,Pishin,Saranan,Shadizai,Saley Mohammad,30.5779874 66.7915044,30.5779874,66.7915044
559,45522,Pishin,Pishin,Malkiay,Killi Aliabad/Miryani Abad,,,
560,45523,Pishin,Pishin,Pishin,New Sulaiman Khail,30.5860429 66.9638259,30.5860429,66.9638259
561,45656,Pishin,Huramzai,Manzari,Haji Habibullah,30.7224295 67.0275657,30.7224295,67.0275657
562,45713,Pishin,Yaro,,Killi Station yaro,30.5040304 66.9538593,30.5040304,66.9538593
563,45524,Quetta,Quetta,Beleli,Regai Beleli,30.29079 66.8495272,30.29079,66.8495272
564,45525,Quetta,Quetta,Kuchlak,Jamal Abad Autozai ,30.3815493 66.9117473,30.3815493,66.9117473
565,45526,Quetta,Panchpai,Panchpai,Killli M.Hassani Panjpai,29.8851281 66.5210159,29.8851281,66.5210159
566,45527,Quetta,Panchpai,Panchpai,Killi Ali,29.8810932 66.5661403,29.8810932,66.5661403
567,45528,Quetta,Panchpai,Panchpai,Killi Sher Dil,29.9189788 66.5710154,29.9189788,66.5710154
568,45530,Sherani,Sherani,Kapip,Killi Mangalzai,31.3351308 69.4546341,31.3351308,69.4546341
569,45531,Sherani,Sherani,Karama,Pasta Sherani,31.325113 69.6247222,31.325113,69.6247222
570,45532,Sherani,Sherani,Manikhawa,Srey Toy Kamalzai,31.3351521 69.4546048,31.3351521,69.4546048
571,45533,Sherani,Sherani,Sheen Ghar,Sharan Payo Muhd ,31.5843912 69.6368706,31.5843912,69.6368706
572,45534,Sherani,Sherani,Manikhawa,Rasta Wasta,31.3350658 69.4546139,31.3350658,69.4546139
573,45535,Sherani,Sherani,Danasar,Kaza Abdulla Khan,31.3351655 69.4545875,31.3351655,69.4545875
574,45536,Sherani,Sherani,Shenghar,Sardar Qasim,31.3351168 69.4546833,31.3351168,69.4546833
575,45537,Sherani,Sherani,Kapip,Khani Kaza,31.3351132 69.4546257,31.3351132,69.4546257
576,45083,Sibi,Lehri,Lehri,Goth Basham khan/Goth Lakhmeer Khan,,,
577,45097,Sibi,Tunya Balina,Lehri,Taj Muhammad Talani,,,
578,45538,Sibi,Sibi,Tali,Allah abad (Moza Mandhani)/Haji Horhan,29.534403 68.0779932,29.534403,68.0779932
579,45539,Sibi,Lahri,Khair wah,Saeed Khan Baghdar,29.2381897 68.0063107,29.2381897,68.0063107
580,45540,Sibi,Lehri,khar wah,Salar abad,29.1799127 67.9939158,29.1799127,67.9939158
581,45541,Sibi,Lehri,Treehar,Haji Madad Baghdar/Walya Baghdar,29.220172 68.2421608,29.220172,68.2421608
582,45542,Sibi,Lahri,thari,Murad wha/Ali Gul Gabol,28.8366521 68.0610156,28.8366521,68.0610156
583,45543,Sibi,Lahri,Threher,Arbab Khan Baghdar,29.2635523 68.259009,29.2635523,68.259009
584,45544,Sibi,Lahri,thari,Mosa Talani (Teri Bharahmani),29.1832319 68.0612441,29.1832319,68.0612441
585,45545,Sibi,Lahri,tunya baktrabad,Abdul Rehman Machhi,29.0668252 68.1314098,29.0668252,68.1314098
586,45546,Sibi,Lahri,tunya baktrabad,Killi Jatt,29.6298335 67.9471578,29.6298335,67.9471578
587,45547,Sibi,Lahri,Bakhtiar abad,Jeal Khan Bhand/Goth Imam Bakhsh Behramani,29.0425146 68.0423415,29.0425146,68.0423415
588,45548,Sibi,Sibi,korak,Goth Suleiman ,29.5869951 67.9323926,29.5869951,67.9323926
589,45549,Sibi,Sibi,mal,Killi Juma Kuch,29.484123 68.0364217,29.484123,68.0364217
590,45550,Sibi,Sibi,Takri darmani,Mal Gharkan,29.4041441 67.9323,29.4041441,67.9323
591,45551,Sibi,Sibi,Mal,Kot Barozai/Chakar Kach,29.4802871 67.9394771,29.4802871,67.9394771
592,45552,Sibi,Sibi,Marghzani,Peerak Safi Darbar,29.4449206 67.8451561,29.4449206,67.8451561
593,45553,Sibi,Sibi,Talli,Bastti shair jan,29.5520611 68.1220659,29.5520611,68.1220659
594,45554,Sibi,Sibi,Korak,Raees abad/Dharpali,29.5702613 68.0508564,29.5702613,68.0508564
595,45132,Sohbat Pur,Sohbatpur,Drigghi,Kareem Bakash Khosa,28.6233494 68.5168739,28.6233494,68.5168739
596,45133,Sohbat Pur,Sohbatpur,Drigghi,Aziz-u-Rehman Khosa/ Bahadur Khosa,28.5846867 68.4109465,28.5846867,68.4109465
597,45134,Sohbat Pur,Sohbat Pur,Hamidpur,Raheem Bakhsh Kandrani,28.4335656 68.725546,28.4335656,68.725546
598,45135,Sohbat Pur,Sohbat Pur,Hamidpur,Muhammad Ashraf Lashari/Mula Basksh Jattak,28.5136504 68.6825955,28.5136504,68.6825955
599,45136,Sohbat Pur,Sohbat Pur,Sannari,Darya khan gajani/Arbab Pandrani,28.4587861 68.8365633,28.4587861,68.8365633
600,45437,Sohbat Pur,Herheen,Seekhrah,Akbar khayazai,28.5371881 68.6061338,28.5371881,68.6061338
601,45714,Sohbat Pur,Saeed muhammad pat,Hamidpur,Goth Gul Sher Kandrani,28.4850831 68.7614778,28.4850831,68.7614778
602,45161,Surab,Surab,Dashtgoran,Killi Ali Abad,28.7415049 66.2256699,28.7415049,66.2256699
603,45164,Surab,sorab,Marap,Killi Mohammad Hasani,28.6688177 66.1647611,28.6688177,66.1647611
604,45165,Surab,Gedar,shadazai,Killi Meraji,28.2294113 66.0698827,28.2294113,66.0698827
605,45166,Surab,Gedar,shadazai,Killi Kheyazai,28.1797958 66.055041,28.1797958,66.055041
606,45670,Surab,Surab,dasht e gohran,Killi Haji Muhammad Amin,28.9313622 66.3599616,28.9313622,66.3599616
607,45163,Surab ,Gedar,shadazai,Killi Khokan,28.5127067 66.2686433,28.5127067,66.2686433
608,45114,Usta Muhammad,Gandakha,Ahmedabad,Ghulam Jan Kaker,28.1224996 67.8079566,28.1224996,67.8079566
609,45120,Usta Muhammad,Gandakha,Head Bagh,Qaim khan Badeni,28.0731913 67.7349661,28.0731913,67.7349661
610,45137,Usta Muhammad,Usta Muhammad,Usta Muhammad,Kaichi Khan Umrani,28.1518354 67.9405135,28.1518354,67.9405135
611,45555,Washuk,Basima,Kurragi,Allahabad Zard,,,
612,45556,Washuk,Basima,Kurragi,Ghos Bakhsh,27.9165149 65.8161704,27.9165149,65.8161704
613,45557,Washuk,Nag,Nag,Dil Murad Sarchashma,,,
614,45558,Washuk,Basima,Basima,Abdul Rasheed Sherinza,27.7906283 65.6022684,27.7906283,65.6022684
615,45559,Washuk,Basima,Basima,Lal Muhammad Bedrang,27.6638217 65.521825,27.6638217,65.521825
616,45560,Washuk,Basima,Basima,Abdul Rehman Dolari,27.6903255 65.5281648,27.6903255,65.5281648
617,45561,Washuk,Basima,Kurragi,Abdul Haq Damag,28.0424046 65.5187016,28.0424046,65.5187016
618,45562,Washuk,Basima,Basima,Jangezai,27.8577602 65.7896301,27.8577602,65.7896301
619,45563,Washuk,Nag,Nag,Muhammad Amin Kashanap,,,
620,45564,Washuk,Basima,Kurragi,Ali Dost Damag,28.1102546 65.5848852,28.1102546,65.5848852
621,45565,Washuk,Nag,Shinger,Meshtal,,,
622,45566,Washuk,Basima,Basima,Muhammad Noor Kodi,,,
623,45567,Washuk,Basima,Kurragi,Dhali Check Post,28.2701647 65.6645231,28.2701647,65.6645231
624,45568,Washuk,Basima,Basima,Peer Muhammad Kappar,,,
625,45569,Washuk,Shaugari,Garang,Chuttuk,28.3057339 65.0915747,28.3057339,65.0915747
626,45570,Washuk,Shaugari,Garang,Nawar,28.3291997 65.1072072,28.3291997,65.1072072
627,45571,Washuk,Shaugari,Garang,Nazar Mohammad Dely,28.3378862 65.2435056,28.3378862,65.2435056
628,45572,Washuk,Shaugari,Garang,Sir Diley,28.3619485 65.2621999,28.3619485,65.2621999
629,45573,Washuk,Shaugari,Garang,Sore Aamag,28.3034231 65.2052601,28.3034231,65.2052601
630,45575,Washuk,Shaugari,Garang,Ameer Bakhsh/Abdul Khaliq Keerachah,28.479168 64.8883437,28.479168,64.8883437
631,45576,Washuk,Shaugari,Jangian,Khuda Bakhsh,28.3174981 64.5159248,28.3174981,64.5159248
632,45577,Washuk,Shaugari,Jangian,Peer Sabz,28.5102242 64.9553096,28.5102242,64.9553096
633,45579,Washuk,Shaugari,Jangian,Sorgil,28.3348167 64.4294965,28.3348167,64.4294965
634,45580,Washuk,Nag,Nag,Ali Jan Shinger,27.6125523 65.4616712,27.6125523,65.4616712
635,45581,Washuk,Basima,Shinger,Murad Khan Tanki,,,
636,45582,Washuk,Basima,Basima,Abdul Qadir Kappar,27.686305 65.6127467,27.686305,65.6127467
637,45583,Washuk,Basima,Kurragi,Noor Ahmed Sinkurri ,27.9694676 65.4409759,27.9694676,65.4409759
638,45584,Washuk,Nag,Shinger,Muhammad Azam Peezg,,,
639,45585,Washuk,Basima,Kurragi,Khuda Rahm Damag,28.0635909 65.5279486,28.0635909,65.5279486
640,45586,Washuk,Basima,Basima,Green Town,27.8725526 65.815968,27.8725526,65.815968
641,45587,Washuk,Basima,Kurragi,Ali Muhammad Gedbast,28.1782593 65.6212176,28.1782593,65.6212176
642,45588,Washuk,Basima,Basima,Goregej,27.8580139 65.627386,27.8580139,65.627386
643,45589,Washuk,Basima,Kurragi,Akbar Dhali,28.1933332 65.6954645,28.1933332,65.6954645
644,45590,Washuk,Basima,Kurragi,Gawar Khan,28.0677435 65.5424427,28.0677435,65.5424427
645,45591,Zhob,Zhob,Garda Babar,Maratyan,31.2645474 69.543422,31.2645474,69.543422
646,45592,Zhob,Zhob,Narezai,Nargasi Talab,31.3351596 69.4546423,31.3351596,69.4546423
647,45594,Zhob,Zhob,Shabzai,Mashazai Malwar,31.3351634 69.4544963,31.3351634,69.4544963
648,45595,Zhob,Zhob,badenzai,Shenky Barad,31.3351415 69.4545957,31.3351415,69.4545957
649,45596,Zhob,Zhob,Lakaband,Killi Haidizai,31.3351016 69.454648,31.3351016,69.454648
650,45597,Zhob,Zhob,Lakaband,Nargosai,31.3351319 69.4545583,31.3351319,69.4545583
651,45598,Zhob,Zhob,Tang Sar,Zhar Gatkai,31.3351318 69.4546464,31.3351318,69.4546464
652,45599,Zhob,Zhob,Garda Babar,Takai Babar,31.3351436 69.4545811,31.3351436,69.4545811
653,45601,Zhob,Zhob,Sambaza,Sharan Babkerkhal,31.3351409 69.454612,31.3351409,69.454612
654,45602,Zhob,Zhob,sheen ghar,Shana Khazai,31.335152 69.4546157,31.335152,69.4546157
655,45603,Zhob,Zhob,Shabzai,Kashtot Malwar,31.3350942 69.4546362,31.3350942,69.4546362
656,45604,Zhob,Zhob,Shabzai,Ali khanzai,31.3351241 69.4546337,31.3351241,69.4546337
657,45605,Zhob,Zhob,Shabzai,Butt samazai,31.3351307 69.4545988,31.3351307,69.4545988
658,45606,Zhob,Zhob,Garda Babar,Khwaza Aghbarg,31.3194255 69.2621075,31.3194255,69.2621075
659,45607,Zhob,Zhob,Shabzai,Killi new abadi badinzai,31.3351683 69.4545984,31.3351683,69.4545984
660,45608,Zhob,Zhob,Garda Babar,Landyan Babar,31.3351376 69.4545655,31.3351376,69.4545655
661,45609,Zhob,Zhob,Meralikhail,Sharan lalazai,31.6027352 69.5733793,31.6027352,69.5733793
662,45610,Zhob,Zhob,Mena Bazar,Killi Bazlo Haji Khan,31.3351582 69.4546812,31.3351582,69.4546812
663,45611,Zhob,Zhob,Shabzai,Sur Kach,31.3433893 69.1977772,31.3433893,69.1977772
664,45612,Zhob,Zhob,Shabzai,warsak sabakzai,31.3351084 69.4545607,31.3351084,69.4545607
665,45716,Zhob,Zhob,Naraizai,Killi Khozakzai Wadani,31.3352291 69.454653,31.3352291,69.454653
666,45717,Zhob,Zhob,Mir ali Khail,Killi Paswandai,31.3352117 69.454653,31.3352117,69.454653
667,45718,Zhob,Zhob,Wala Akram,Killi Janbakhta Wala Akram,31.3352094 69.4546383,31.3352094,69.4546383
668,45719,Zhob,Zhob,Wala Akram,Nashtrai Mir ali khail,31.3352515 69.4545597,31.3352515,69.4545597
669,45720,Zhob,Zhob,Sabakzai,Killi Sarkai Wahza,31.335142 69.4547662,31.335142,69.4547662
670,45727,Zhob,Zhob,Wala Akram,Killi Gharzghan Wali Akram,31.5088096 69.3582121,31.5088096,69.3582121
671,45613,Ziarat,Sanjavi,Baghao,Killi Kharashang,30.2005707 68.4507493,30.2005707,68.4507493
672,45615,Ziarat,Sanjavi,Zara Sanjavi,Shina Khezai,30.3825288 67.7238724,30.3825288,67.7238724
673,45616,Ziarat,Sanjavi,Baghao,Killi shanglez,30.3824576 67.7238218,30.3824576,67.7238218
674,45617,Ziarat,Sanjavi,Baghao,Killi Zara Kalla Baghow,30.2717627 68.3182633,30.2717627,68.3182633
675,45621,Ziarat,Sanjavi,Sadar,Killi Churmain,30.271804 68.3182435,30.271804,68.3182435
676,45622,Ziarat,Sanjavi,Zara Sanjavi,Killi Khrot abad,30.2998448 68.4792642,30.2998448,68.4792642
677,45624,Ziarat,Sanjavi,Aghbargh,Killi Aghbarg,30.3546544 68.4067215,30.3546544,68.4067215
678,45614,Ziarat ,Sanjawi,Baghaow,Matazai,30.3824776 67.7238838,30.3824776,67.7238838
679,45619,Ziarat ,Sanjawi,Chotair,Khaza Chotair,30.271772 68.3182116,30.271772,68.3182116
680,45620,Ziarat ,Ziarat,Ziarat,Chotair,30.3543396 67.9394673,30.3543396,67.9394673
681,45623,Ziarat ,Sanjawi,Ragora,Sara Khazai 2,30.2718299 68.3182413,30.2718299,68.3182413
682,45625,Ziarat ,Sanjawi,Pai,Poi ,30.2718278 68.318317,30.2718278,68.318317
683,45626,Ziarat ,Sanjawi,Ragora,Garda ,30.2718428 68.3183994,30.2718428,68.3183994
684,45627,Ziarat ,Sanjawi,Ragora,Wazalon,30.2717816 68.3182734,30.2717816,68.3182734
685,45628,Ziarat ,Sanjawi,Ragora,Sara Khazai 1,30.2717493 68.3182995,30.2717493,68.3182995
686,45629,Ziarat ,Sanjawi,Azghara,Jamal Abad,30.2717465 68.3182658,30.2717465,68.3182658
687,45630,Ziarat ,Sanjawi,Azghara,Killi Ghoundi,30.271856 68.3183587,30.271856,68.3183587
688,45632,Ziarat ,Ziarat,Ziarat,Bagh Karwanda,30.2717374 68.3182674,30.2717374,68.3182674
689,45633,Ziarat ,Ziarat,Ziarat,Zara China,30.2717893 68.3181961,30.2717893,68.3181961
690,45634,Ziarat ,Sanjawi,Ragora,Arbosai,30.2717285 68.3181797,30.2717285,68.3181797
