BemisCode,SchoolName,District,Tehsil,SubTehsil,UC,WardName,WardNo,VillageName,NA,PA,ClusterBemiscode,ClusterName,ClusterDDOCode,SchoolContactNo,ClusterFeedingSchoolsPrimary,ClusterFeedingSchoolsMiddle,Location,Zone,Shift,Gender,SchoolLevel,FunctionalStatus,ReasonOfNonFunctional,DisableStudentsInSchool,IfYesThenMentionFacilities,RampforStudentsOrTeachers,Building,SchoolOwnedBy,BuildingStructure,BuildingCondition,SpaceForNewRooms,NoOfRoomsWithWindowsAndVantilation,ProperSeverageSystem,WaterFacilityInToilets,BoundaryWall,BoundaryWallStructure,BoundaryWallCondition,PlayGround,ElectricityInArea,ElectricityInSchool,IfYesThenNametheSourceElectricity,IfNoThenGiveTheDistanceOfNearestPoll,GasInArea,GasInSchool,IfYesThenNametheSourceGas,GovtDrinkingWaterScheme,DrinkingWaterAtSchool,SourceOfWater,WaterTank,IfNoThenGiveTheDistanceOfNearestWaterSource,TelephoneAvailabe,FunctionStatusTelephone,ClosedReasonTelephone,InternetAvailabe,FunctionStatusInternet,ClosedReasonInternet,ScienceLab,FunctionStatusScienceLab,ClosedReasonScienceLab,ComputerLab,LibraryAvailable,CleaningResponsibility,WashbasinAvailable,WaterforWashBasin,SoapForWashBasin,CleaningCycleOfWashBasin,TeacherUsesTeachingMeterialOnHealth,MajorDiseaseCauseForAbsentism,FirstaidKit,TrainingOnFirstAidKit,InspectionOfCleaning,SeprateRoomForECE,FullTimeTeacherForECE,TrendExtraCracularActivity,Activity1,AudioAndVideoEquipment,TeacherUsesAudioAndVideoEquipment,TrainingOnMHMKits,MHMKitsAtSchool,PTSMC,PTSMCParticipatedInAnyActivityCurrentYear,NumberOfMeetingsConducted,MeetingRecordesAvailable,ChildOfPTSMCMembersAreEnrolled,AnySDPFormPTSMCLast3Years,ExaminationHall,NumberOfVisitByEducationalManager,Kacha Room,Pakka Room,Kacha HMR,Pakka HMR,Kacha Clerk Office,Pakka Clerk Office,Kacha Hall,Pakka Hall,Kacha Staff Room,Pakka Staff Room,Kacha Guard Room,Pakka Guard Room,Kacha Toilet,Pakka Toilet,KachaSportsRoom,PakkaSportsRoom,KachaResourceCenter,PakkaResourceCenter,KBSch,KBSt,KGSch,KGSt,PBSch,PBSt,PGSch,PGSt,2BSch,2BSt,2GSch,2GSt,3BSch,3BSt,3GSch,3GSt,4BSch,4BSt,4GSch,4GSt,5BSch,5BSt,5GSch,5GSt,6BSch,6BSt,6GSch,6GSt,7BSch,7BSt,7GSch,7GSt,8BSch,8BSt,8GSch,8GSt,9BSch,9BSt,9GSch,9GSt,10BSch,10BSt,10GSch,10GSt,11BSch,11BSt,11GSch,11GSt,12BSch,12BSt,12GSch,12GSt,TotalSchoolProfileStudents,TotalStudentProfileEntered,SencTeaching,AppTeaching,Teaching Male,Teaching Female,TotalTeachingStaff,SencNonTeaching,AppNonTeaching,Nonteaching Male,Nonteaching Female,TotalNonTeachingStaff,Source,X Cod,Y Cod,_xCord,_yCord
7495,GBPS ATTAULLAH BULADI.,NASEER ABAD,TAMBOO,TAMBOO,ALIABAD,0,0,GHOT ATTAULLAH BULIA,254,14,07461,GBHS BEHRAM KHAN BULADI,,03453868143,,,Rural,Summar,,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,No,,,Yes,No,No,,0|km,No,No,,No,No,Well,No,0|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,59,10,0,0,11,55,0,0,,6,,0,,0,,0,3,3,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,113,114,1,1,,,,,,,,,EMIS,28.34844,68.07159,28.3486438181792,68.0708817247422
7505,GBPS SOBDAR KHOSA,NASEER ABAD,D.M.JAMALI,D.M.JAMALI,BEDAR,0000,000000,SOBADAR KOHSA,260,12,07506,GBHS MOHAMMAD RAHIM CHAK NO. 16,,03153705154,,,Rural,Summar,,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,4,Yes,No,No,,,No,Yes,No,,1|m,No,No,,No,No,Nothing,No,1|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,Yes,,Yes,Yes,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,0,17,24,0,0,5,4,0,0,5,6,0,0,10,11,0,0,7,7,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,61,62,1,1,2,0,2,,,0,0,0,EMIS,28.49317,68.14759,28.4930233176162,68.1475778681096
7518,GBPS HAJI MANDO,NASEER ABAD,GHAFOOR ABAD,GHAFOOR ABAD,AIRY ANDROON,0,0,GHOT TAKRI IMAM BAKHSH BANGULZAI,254,14,07519,GBHSS TAJ MUHAMMAD LEHRI,,03455904023,,,Rural,Summar,,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,No,No,Yes,Pakka,Need Repair,No,Yes,Yes,QESCO,0|km,No,No,,No,No,Well,Yes,700|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,Yes,Yes,No,No,Yes,Sports,Yes,Yes,,,Yes,Yes,,Yes,Yes,No,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,17,2,2,6,4,0,0,9,11,0,0,,2,,0,,1,,0,2,2,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,34,39,2,2,2,0,2,,,0,0,0,EMIS,28.4367,67.99782,28.4368668780606,67.9979474976879
7547,GBMIDS ALHINDA KHAN USMANI,NASEER ABAD,D.M.JAMALI,D.M JAMALI,MANJHOUTI SHARQI,NIL,00,GOHT ALHINDA KHAN UM,254,13,07555,GBHS SYED MEHMOOD SHAH,,03413330738,,,Rural,Summar,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,Yes,Yes,Yes,Mix,Need Repair,No,Yes,Yes,QESCO,0|km,No,No,,No,No,Nothing,Yes,300|m,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,Yes,Yes,,No,No,No,No,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,47,31,35,27,39,44,6,10,42,14,17,8,36,37,11,13,21,9,8,2,24,2,13,1,29,29,14,14,18,18,12,12,21,21,8,7,,0,,0,,0,,0,,0,,0,,0,,0,401,299,13,10,9,0,9,2,2,2,0,2,EMIS,28.53385,68.392,28.5342186410102,68.3919653750923
7551,GBPS MIR SHEHZADA KHAN UMRANI,NASEER ABAD,D.M.JAMALI,D.M. JAMALI,MANJHOUTI SHARQI,NIL,00,GOHT MIR SHEHZADA KH,253,13,07555,GBHS SYED MEHMOOD SHAH,,03450175700,,,Rural,Summar,,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,Yes,No,No,,,Yes,Yes,Yes,QESCO,0|km,No,No,,No,No,Tubewell,Yes,1|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,Others,No,No,Yes,No,No,Yes,,Yes,Yes,,,Yes,Yes,Yes,No,Yes,No,,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,EMIS,28.51664,68.33517,28.5167096389656,68.3353841843907
7588,GBPS SHARBAT KHAN JATTAK,NASEER ABAD,TAMBOO,TAMBOO,BABA KOT,0000,18,SHARBAT KHAN,256,12,07541,GBHS TAMBO,,03063706138,,,Rural,Summar,Single Shift,Boys,Primary,Functional,,Yes,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,No,No,No,,,Yes,Yes,Yes,,10|m,No,No,,No,No,Chashme,No,100|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,No,,No,No,,,Yes,Yes,,Yes,Yes,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,1,1,0,1,,,0,0,0,EMIS,28.25815,67.98424,28.2581643756347,67.9841921237804
7589,GBPS JUMA KHAN UMRANI,NASEER ABAD,TAMBOO,TAMBOO,BABA KOT,0,0,GOTH JUMA KHAN UMRAN,254,14,07581,GBHS MIR WAH,,0,,,Rural,Summar,,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,4,No,No,Yes,Pakka,Complete,No,No,No,Genrator,0|km,Yes,No,,No,No,Well,Yes,200|m,,,,,,,,,,,,Teachers,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,No,,No,No,,,Yes,No,No,Yes,Yes,No,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,EMIS,28.29807,67.98951,28.2978512910556,67.9895463801026
7626,GBMIDS REHMATULLAH LEHRI,NASEER ABAD,D.M.JAMALI,D.M JAMALI,JHUDAIR,NIL,00,REHMAT ULLAH,256,13,07598,GBHS SHAFI MUHAMMAD UMRANI,,03003175193,,,Rural,Summar,,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,Yes,No,,,No,Yes,Yes,Solar,0|km,No,No,,No,Yes,Well,Yes,200|m,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,Malaria,No,No,Yes,No,No,Yes,,Yes,Yes,,,Yes,Yes,No,Yes,Yes,No,No,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,30,0,0,0,,42,,16,,19,,12,,22,,11,,14,,6,,10,,6,,5,,2,,8,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,30,176,6,5,3,0,3,,,0,0,0,EMIS,28.46631,68.2306,28.4664019349813,68.2305110666901
7676,GBPS MUHAMMAD KHAN CHOTI,BARKHAN,BARKHAN,BARKHAN,CHOHER KOT,CHOTI,451090418,BASTI MOHAMMAD KHAN ,259,8,GBHS KARWA,GBHS KARWA,,03320210760,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Mix,Satisfactory ,Yes,1,Yes,No,No,,,Yes,Yes,No,,100|m,No,No,,No,No,Nothing,No,100|m,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,TB,No,No,No,No,No,No,,No,No,,,Yes,Yes,No,Yes,Yes,No,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,1,1,0,0,2,2,2,2,6,6,0,0,8,8,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,26,26,2,2,2,0,2,,,0,0,0,EMIS,29.97329,69.60748,29.9730642052667,69.6073803083024
7750,GBPS MIR MUHAMMAD KARAMDANI,BARKHAN,BARKHAN,BARKHAN,TAKRA,MEERO KARAMDANI,0000,MIR MOHAMMAD KARAMDA,259,8,07017,GBHS JALABANI ESHANI,,03331393458,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,No,No,Yes,Pakka,In-Complete,No,Yes,No,,0|km,No,No,,Yes,No,Tubewell,No,0|km,,,,,,,,,,,,PTSMC,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,30.08258,69.73034,30.0824983333333,69.7302416666666
7806,GBPS MASOO,KACHHI,DHADAR,BALANARI,GHAZI,MASSO,01,MASOO,260,17,07800,GBHS GOGARAH RAISANI,,03342312940,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,4,No,Yes,Yes,Pakka,Complete,No,Yes,No,,1|km,No,No,,No,Yes,Nothing,Yes,50|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,No,Yes,Sports,Yes,Yes,,,Yes,Yes,No,No,Yes,No,,4,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,49,50,42,40,12,12,1,1,12,12,1,1,9,9,0,0,7,7,0,0,8,8,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,141,140,3,1,1,0,1,,,0,0,0,EMIS,29.18092,67.77921,29.1810598190219,67.7789776069077
8114,GBHS  ZARDALO,HARNAI,SHAHRIGH,KHOST,KHOST,durgi,9,ZARDALO,253,8,,,HI7043,03337828622,11,1,Rural,Winter,Single Shift,Boys,High,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,10,Yes,No,Yes,Pakka,Need Repair,Yes,No,Yes,,150|m,No,No,,No,Yes,Naher,Yes,0|km,No,,,No,,,Yes,Functional,,No,No,Students,No,No,No,Weekly,No,Others,No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,Yes,Yes,Yes,No,No,5,0,15,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,12,9,9,2,2,4,4,12,12,0,0,11,11,0,0,6,6,1,1,4,4,1,1,20,20,1,1,8,8,7,7,7,7,4,4,4,5,3,2,13,15,8,6,,0,,0,,0,,0,137,137,20,9,9,0,9,3,3,3,0,3,EMIS,30.29663,67.52293,30.2962770153465,67.5231060682579
8201,GBMIDS TANG WANI,DERA BUGTI,PHELLAWAGH,Phelawagh,PHELLAWAGH,Nill,0,TANGWANI,253,10,08283,GBHS BEKAR,,03357030868,,,Rural,Summar,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,0,No,No,No,,,No,Yes,No,,50|m,No,No,Gas Cylendar,Yes,No,Tubewell,No,0|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,Yes,No,No,No,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,2,2,0,0,6,6,0,0,1,1,0,0,3,3,0,0,,0,,0,2,2,0,0,8,8,0,0,,0,,0,,0,,0,,0,,0,,0,,0,27,27,5,5,3,0,3,,,0,0,0,RTSM,29.5299123096929,69.5174222483429,29.5299869589346,69.5174698775113
8211,GBMIDS KILLI ALAM KHAN,DERA BUGTI,PHELLAWAGH,PHELAWAGH,PHELLAWAGH,GHAZANI GAL,000,JOOR,253,10,08273,GBHS KILLI HAJI MIAN KHAN PELAWAGH,,03017520046,,,Urban,Summar,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,5,Yes,Yes,Yes,Pakka,Need Repair,Yes,Yes,No,,100|m,No,No,,Yes,Yes,Well,Yes,3|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,No,Yes,Sports,No,No,,,Yes,No,Yes,Yes,Yes,No,No,0,0,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19,19,0,0,15,15,2,2,16,16,1,1,4,4,2,2,6,6,1,1,7,6,1,2,9,9,2,2,6,6,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,91,91,8,2,1,0,1,1,0,0,0,0,EMIS,29.45528,69.59911,29.4548142309922,69.5993146448514
8455,GBMIDS SHAMS UL HUDA JIWA,SURAB,SURAB,MEHRABAD,JEWA,00,000,SHAMS UL HUDA JIWA,267,36,03173,GBHS JEEWA,,03332730703,,,Rural,Winter,,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,Yes,No,No,,,No,Yes,No,,300|m,No,No,,No,Yes,Tubewell,Yes,00|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,No,Yes,Yes,No,No,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,11,9,5,15,5,7,0,12,0,9,0,1,0,6,0,5,0,5,0,4,0,4,0,4,0,4,0,4,0,2,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,111,30,3,2,,,,,,,,,EMIS,28.11123,66.28482,28.1112270310401,66.2846901043836
8522,GGMIDS RAILWAY STATION AKHTAR ABAD,HARNAI,HARNAI,HARNAI,NAKUS-I,AKHTAR ABAD,6,AKHTER ABAD,253,8,08184,GGHS GHARIB ABAD(HARNAI),,03326640501,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,Yes,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,3,Yes,Yes,Yes,Pakka,Need Repair,Yes,Yes,Yes,QESCO,0|km,No,No,,Yes,Yes,Well,Yes,|km,No,,,No,,,No,,,No,No,Teachers,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,No,Yes,,No,No,No,No,Yes,Yes,,No,Yes,No,No,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,52,51,0,0,33,33,0,0,35,35,0,0,48,47,0,0,35,35,0,0,25,25,0,0,32,33,0,0,25,25,0,0,27,27,,0,,0,,0,,0,,0,,0,,0,,0,312,312,9,9,0,10,10,,,0,0,0,EMIS,30.10168,67.938,30.1016999119674,67.9379372966725
8544,GGMIDS SAEED MUHAMMAD KANRANI,SOHBAT PUR,Saeed Muhammad,Saeed Muhammad,Kanrani,00,00,SAEED MUHAMMAD KANRA,255,15,09193,GGHS GHULAM MUHAMMAD KANRANI,,03352474605,,,Rural,Summar,,Girls,Middle,Functional,,No,,Yes,Yes,Educaton Department,Pakka,Need Repair,Yes,5,No,No,Yes,Pakka,Need Repair,Yes,Yes,No,QESCO,0|km,No,No,,No,No,Nalka,No,1|km,No,,,No,,,No,,,No,No,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,Yes,No,No,Yes,,,No,No,No,No,2,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,32,15,0,0,7,0,0,1,5,17,0,0,2,15,0,0,7,3,0,0,5,7,0,0,12,18,0,0,8,7,0,0,11,18,,0,,0,,0,,0,,0,,0,,0,,0,89,101,4,4,0,3,3,2,2,0,0,0,EMIS,28.51135,68.68824,28.49140441,68.71146371
8878,GGMIDS SHIPANKO BAZAR,GWADAR,PASNI,PASNI,PASNI NORTHERN,BANGLA BAZAR,1,SHIPANKO BAZAR,272,51,05782,GGHS PASNI,,03211121097,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Kacha,Need Repair,Yes,8,Yes,Yes,Yes,Pakka,Need Repair,No,Yes,Yes,QESCO,0|km,No,No,,Yes,No,Nalka,Yes,0|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,No,,No,No,,,Yes,Yes,,Yes,Yes,No,No,0,0,7,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,26,27,0,0,41,39,0,0,43,43,0,0,24,26,0,0,22,23,0,0,26,26,0,0,31,31,0,0,28,28,0,0,36,37,,0,,0,,0,,0,,0,,0,,0,,0,277,280,12,7,0,8,8,2,2,1,1,2,EMIS,25.27294,63.45677,25.2701958973235,63.471528636797
8931,GBMIDS MARRI ABAD,SIBI,SIBI,Sibi,marghzani,Gulo sher,0,MARRI ABAD,253,8,08043,GBHSS LUNI,,03357565205,,,Rural,Summar,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,8,No,Yes,Yes,Pakka,In-Complete,No,Yes,Yes,QESCO,0|km,No,No,,Yes,Yes,Nalka,Yes,|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,,No,No,,,Yes,Yes,,Yes,Yes,Yes,Yes,2,0,5,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,59,55,0,0,54,48,0,0,22,17,0,0,40,43,0,0,20,17,0,0,23,25,0,0,24,26,0,0,22,20,0,0,16,15,0,0,,0,,0,,0,,0,,0,,0,,0,,0,280,266,15,9,10,0,10,2,2,2,0,2,EMIS,29.57655,67.88642,29.5768766666666,67.886555
9293,GGPS MEHAR ALI,SOHBAT PUR,SOHBAT PUR,0,M.C. SOHBAT PUR,0,0,MEHAR ALI,261,15,05611,GGHSS SOHBAT PUR,,0,,,Rural,Summar,,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,2,No,No,Yes,Pakka,In-Complete,No,Yes,No,,300|m,No,No,,No,No,Well,No,300|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,No,,No,No,,,Yes,No,,No,Yes,Yes,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,2,2,,,0,0,0,EMIS,28.47999,68.72854,28.5137552759079,68.5077755690685
9339,GGMIDS BALOCH BAGH,LASBELA,SOONMIANI (WINDER),HUB,WINDER,BALOCH BAGH,04,GOTH BALOCH BAGH,272,49,06297,GGHSS WINDAR,,03118055915,,,Rural,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,Yes,4,Yes,Yes,Yes,Pakka,Need Repair,No,Yes,No,QESCO,0|km,No,No,,Yes,No,Well,Yes,5|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,Yes,Yes,No,Yes,Yes,,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,No,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,13,0,1,12,10,0,1,14,20,0,0,13,17,0,0,12,11,0,0,7,8,0,0,27,23,0,0,28,25,0,0,29,29,,0,,0,,0,,0,,0,,0,,0,,0,158,158,5,5,0,5,5,,,0,0,0,EMIS,25.42366,66.70322,25.4234416666666,66.70349
9341,GBHS JAM YOUSAF COLONY,LASBELA,HUB,HUB,PATHRA,PATHRA,5,JAM YOUSUF COLONY,272,50,,,0,03338537800,0,0,Urban,Summar,Single Shift,Boys,High,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,15,Yes,No,Yes,Pakka,Need Repair,Yes,Yes,Yes,,|km,No,No,,Yes,No,Nalka,Yes,|km,No,,,No,,,Yes,Functional,,No,No,Students,Yes,Yes,Yes,Daily,Yes,Malaria,No,No,No,No,No,Yes,,No,No,,,No,Yes,,Yes,Yes,No,No,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,166,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,173,14,11,18,0,18,5,2,1,0,1,EMIS,25.04421,66.88025,25.0436669845892,66.8797817948539
9406,GBMIDS DAZEN TUMP,KECH,TUMP,Tump,TUMP,Dazeen,000,DAZEN TUMP,259,47,06086,GGHSS  TUMP,,03228245120,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,No,7,No,No,Yes,Pakka,In-Complete,No,Yes,Yes,,00|km,No,No,,Yes,Yes,Well,No,1|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,Yes,Yes,Yes,No,Yes,,No,No,,,Yes,Yes,No,Yes,Yes,No,No,8,0,6,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,17,17,0,0,10,10,0,0,20,13,0,0,13,13,0,0,19,19,0,0,23,23,0,0,12,11,0,0,9,9,0,0,13,14,,0,,0,,0,,0,,0,,0,,0,,0,136,129,4,2,0,1,1,,,0,0,0,EMIS,26.10346,62.34352,25.998465,63.0198416666666
9425,GGPS ABDUL RASOOL BUGHTI,NASEER ABAD,D.M.JAMALI,D M JAMALI,D.M.JAMALI SHARQI,BUGTI MUHALLA,3,ABDUL RASOOL BUGTI W,256,13,07487,GGHSS DERA MURAD JAMALI,,03333966289,,,Urban,Summar,,Girls,Primary,Functional,,Yes,NIL,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,Yes,Yes,Mix,Need Repair,No,Yes,Yes,,1|km,Yes,No,,Yes,Yes,Nalka,Yes,000|km,,,,,,,,,,,,Teachers,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,Yes,,No,Yes,Yes,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,38,0,,0,,22,,0,,36,,0,,62,,0,,38,,0,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,38,172,4,4,0,7,7,,,0,0,0,EMIS,28.5427,68.21195,28.5440566666666,68.2117816666666
9437,GGMIDS NOOR MUHAMMAD MENGAL,NASEER ABAD,TAMBOO, TAMBOO,ALIABAD,NIL,000,GOHT NOOR MUHAMMAD M,254,14,08830,GGHS QADAR ABAD,,03454863799,,,Rural,Summar,,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,0,No,No,Yes,Mix,In-Complete,Yes,Yes,Yes,QESCO,0|km,No,No,,No,No,Naher,No,0|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,No,No,Yes,,,,No,,No,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,6,7,0,0,10,9,0,0,15,13,0,0,7,10,0,0,9,9,0,0,12,11,0,0,8,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,77,59,1,1,0,3,3,,,0,0,0,EMIS,28.42251,68.13686,28.4227016666666,68.1366833333333
