BemisCode,SchoolName,District,Tehsil,SubTehsil,UC,WardName,WardNo,VillageName,NA,PA,ClusterBemiscode,ClusterName,ClusterDDOCode,SchoolContactNo,ClusterFeedingSchoolsPrimary,ClusterFeedingSchoolsMiddle,Location,Zone,Shift,Gender,SchoolLevel,FunctionalStatus,ReasonOfNonFunctional,DisableStudentsInSchool,IfYesThenMentionFacilities,RampforStudentsOrTeachers,Building,SchoolOwnedBy,BuildingStructure,BuildingCondition,SpaceForNewRooms,NoOfRoomsWithWindowsAndVantilation,ProperSeverageSystem,WaterFacilityInToilets,BoundaryWall,BoundaryWallStructure,BoundaryWallCondition,PlayGround,ElectricityInArea,ElectricityInSchool,IfYesThenNametheSourceElectricity,IfNoThenGiveTheDistanceOfNearestPoll,GasInArea,GasInSchool,IfYesThenNametheSourceGas,GovtDrinkingWaterScheme,DrinkingWaterAtSchool,SourceOfWater,WaterTank,IfNoThenGiveTheDistanceOfNearestWaterSource,TelephoneAvailabe,FunctionStatusTelephone,ClosedReasonTelephone,InternetAvailabe,FunctionStatusInternet,ClosedReasonInternet,ScienceLab,FunctionStatusScienceLab,ClosedReasonScienceLab,ComputerLab,LibraryAvailable,CleaningResponsibility,WashbasinAvailable,WaterforWashBasin,SoapForWashBasin,CleaningCycleOfWashBasin,TeacherUsesTeachingMeterialOnHealth,MajorDiseaseCauseForAbsentism,FirstaidKit,TrainingOnFirstAidKit,InspectionOfCleaning,SeprateRoomForECE,FullTimeTeacherForECE,TrendExtraCracularActivity,Activity1,AudioAndVideoEquipment,TeacherUsesAudioAndVideoEquipment,TrainingOnMHMKits,MHMKitsAtSchool,PTSMC,PTSMCParticipatedInAnyActivityCurrentYear,NumberOfMeetingsConducted,MeetingRecordesAvailable,ChildOfPTSMCMembersAreEnrolled,AnySDPFormPTSMCLast3Years,ExaminationHall,NumberOfVisitByEducationalManager,Kacha Room,Pakka Room,Kacha HMR,Pakka HMR,Kacha Clerk Office,Pakka Clerk Office,Kacha Hall,Pakka Hall,Kacha Staff Room,Pakka Staff Room,Kacha Guard Room,Pakka Guard Room,Kacha Toilet,Pakka Toilet,KachaSportsRoom,PakkaSportsRoom,KachaResourceCenter,PakkaResourceCenter,KBSch,KBSt,KGSch,KGSt,PBSch,PBSt,PGSch,PGSt,2BSch,2BSt,2GSch,2GSt,3BSch,3BSt,3GSch,3GSt,4BSch,4BSt,4GSch,4GSt,5BSch,5BSt,5GSch,5GSt,6BSch,6BSt,6GSch,6GSt,7BSch,7BSt,7GSch,7GSt,8BSch,8BSt,8GSch,8GSt,9BSch,9BSt,9GSch,9GSt,10BSch,10BSt,10GSch,10GSt,11BSch,11BSt,11GSch,11GSt,12BSch,12BSt,12GSch,12GSt,TotalSchoolProfileStudents,TotalStudentProfileEntered,SencTeaching,AppTeaching,Teaching Male,Teaching Female,TotalTeachingStaff,SencNonTeaching,AppNonTeaching,Nonteaching Male,Nonteaching Female,TotalNonTeachingStaff,Source,X Cod,Y Cod,_xCord,_yCord
11555,GGMIDS GHULAM MUHAMMAD SARPARA,NASEER ABAD,D.M.JAMALI,D.M JAMALI,BEDAR,nil,00,GOHT GHULAM MUHAMMAD,256,13,09923,GGHS BEHRAM KHAN BULEDI,,03060849305,,,Rural,Summar,,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,3,No,No,Yes,Pakka,Need Repair,Yes,Yes,No,,300|m,No,No,,Yes,No,Nothing,Yes,100|m,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,Malaria,No,No,No,No,No,Yes,Sports,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,,0,,0,,13,,1,,32,,0,,30,,0,,11,,0,,23,,0,,14,,0,,9,,0,,26,,0,,0,,0,,0,,0,,0,,0,,0,0,159,4,4,0,4,4,,,0,0,0,EMIS,28.49356,68.12803,28.488235,68.1276433333333
11571,GGMIDS ISHAQUE GOTH WINDER,LASBELA,SOONMIANI (WINDER),SONMIANI,WINDER,NIL,00,GOTH ISHAQUE WINDER,257,22,06280,GGHS SONMIANI,,03150294124,,,Urban,Summar,,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,4,No,No,Yes,Pakka,Need Repair,Yes,Yes,No,,1|m,No,No,,Yes,No,Nalka,Yes,1|m,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,Malaria,Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,5,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,74,76,0,0,59,56,0,0,38,33,0,0,39,34,0,0,30,30,0,0,22,23,0,0,36,33,0,0,29,24,0,0,22,23,,0,,0,,0,,0,,0,,0,,0,,0,349,332,6,5,0,6,6,,,0,0,0,EMIS,25.41257,66.67641,25.4120683333333,66.6751783333333
11577,GGMIDS JAM YOUSAF COLONY,LASBELA,HUB,HUB,PATHRA,JAM YOUSAF COLONY,05,JAM YOUSAF COLONY,272,49,06272,GGHSS HUB,,03182063647,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,No,,Yes,Yes,Educaton Department,Mix,Need Repair,Yes,3,No,No,Yes,Pakka,Complete,Yes,Yes,Yes,QESCO,0|km,Yes,No,,Yes,No,Nothing,Yes,3|km,No,,,No,,,No,,,Yes,Yes,Teachers,No,No,No,Weekly,No,Ghazayat Ki Kami,Yes,No,Yes,No,No,Yes,Sports,No,No,No,No,Yes,Yes,,No,Yes,No,No,4,0,7,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,,0,,180,,0,,23,,0,,68,,0,,49,,0,,72,,0,,79,,1,,63,,0,,37,,1,,38,,0,,0,,0,,0,,0,,0,,0,,0,0,611,8,8,0,19,19,,,0,0,0,EMIS,25.04418,66.88002,25.0444005207145,66.8800582377242
11855,GBPS ANWAR ABAD SUNNI,KHUZDAR,KHUZDAR,KHUZDAR,BALINA KHATTAN,KHAND,22,ANWAR ABAD SANNI,269,39,03671,GBHSS KHATAN,,03332748509,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,2,No,No,No,,,No,Yes,No,QESCO,0|km,No,No,,No,No,Nothing,No,1|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,No,,No,Yes,No,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,0,,8,,0,,7,,0,,7,,0,,5,,0,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,1,1,1,0,1,,,0,0,0,EMIS,27.85534,66.61353,27.85542,66.6128116666666
11957,GGPS HAFIZ ROSHAN DIN,SOHBAT PUR,SOHBAT PUR,00,GHARI,ROSHAN DIN KHOSA,6,HAFIZ ROSHAN U DIN,261,15,09286,GGHS JHANDA TALAB,,00,,,Rural,Summar,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,Yes,No,,,No,Yes,No,,17|m,No,No,,Yes,Yes,Nalka,No,100|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,No,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,,,,,,,,,EMIS,28.43599,68.84399,28.6358234715914,68.5154529322881
12012,GBMIDS KILLI MUSA KHAN NASAR BAWAR,LORALAI,BORI,bori,POONGA,BAWAR,0,MUSA KHAN,258,4,04339,GBHS CANTT LORALAI,,03342797195,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,7,Yes,Yes,Yes,Kacha,In-Complete,Yes,Yes,Yes,QESCO,0|km,No,No,,Yes,Yes,Nalka,Yes,|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,Ghazayat Ki Kami,No,No,No,No,No,No,,No,No,,,Yes,No,Yes,Yes,No,No,Yes,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,34,33,0,0,23,23,0,0,12,14,0,0,11,7,0,0,9,7,0,0,1,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,90,85,7,6,6,0,6,,,0,0,0,EMIS,30.3692,68.55739,30.3692766666666,68.5573
12094,GBPS KILLI MALIK NAZREY SHAMOZAI,MUSAKHEL,MUSAKHEL,Nil,ZAM,Taki killi,4,KILLI NAZREY,258,1,12812,GBHS Cheena Khundi,,03477931887,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,Yes,No,No,,,No,No,No,,2|km,No,No,,No,No,Well,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,No,Yes,Yes,No,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,31.17503,69.94972,31.1642513154574,69.946956150865
12421,GGPS MUHAMMAD AZEEM MAGSI,JAFER ABAD,JHAT PAT,JHAT PAT,MANJHOTI,-,0,MUHAMMAD AZEEM MAGSI,261,26,05671,GGHS MUHALLAH BHATI,,03424080145,,,Urban,Summar,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,Yes,Pakka,Complete,Yes,Yes,No,,4|m,Yes,No,,Yes,No,Naher,No,0|km,,,,,,,,,,,,PTSMC,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,Yes,Yes,,No,No,,,Yes,Yes,Yes,Yes,Yes,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,7,,0,,4,,0,,9,,0,,6,,0,,3,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,1,1,0,1,1,,,0,0,0,EMIS,28.43686,68.84114,28.503677180329,68.3994910275856
12506,GBPS BASTI NALA (KILLI M BAKHSH),SIBI,LEHRI,BAKHTIAR ABAD DOMKI,TUNIA(KATBAR SHARIF),0,0,BASTI NALA(K M.BAKHSH),259,7,07215,GBHS BAKHTIAR ABAD DOMKI,,03363600562,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,Yes,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,No,,,No,No,Yes,Solar,0|km,No,No,,No,No,Nothing,No,4|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,No,,No,Yes,No,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,6,11,11,8,9,6,5,5,5,4,4,8,8,1,1,6,6,3,3,2,2,4,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,64,63,2,2,2,0,2,,,0,0,0,EMIS,29.0092,67.99827,29.0091611339927,67.9982365177978
12702,GBPS HUMAYUN JOGEZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,Killasaifullah,BUNDAT MEERZAI,Killi humayun jogyzai,000,KILLI HUMAYUN,257,3,01875,GBHS KILLI JALAL KHAN,,03344558889,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,Yes,8,No,No,Yes,Pakka,Need Repair,No,Yes,Yes,QESCO,0|km,No,No,,Yes,No,Nalka,No,|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,Yes,Yes,Sports,No,No,,,Yes,Yes,No,Yes,Yes,Yes,,3,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,25,7,8,23,23,1,1,11,12,3,2,8,7,1,1,4,5,3,2,7,7,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,95,93,1,3,2,0,2,,,0,0,0,EMIS,30.72477,68.27408,30.7245010512823,68.2739700096847
12726,GGCMPS NEW KAHAN QUETTA,QUETTA,CHILTAN,CHILTAN,HAZAR GANJI,NIL,0,KILLI NEW KAHAN,260,260,04908,GBHS SARIAB MILL,,03338323710,,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,No,4,No,No,Yes,Kacha,In-Complete,Yes,Yes,No,,1|km,Yes,No,,No,No,Nothing,Yes,10|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,Yes,Yes,Sports,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,0,7,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,49,50,71,72,49,40,53,45,32,36,44,41,29,27,33,33,8,7,10,10,1,1,6,8,0,0,5,5,0,0,5,5,0,0,2,1,,0,,0,,0,,0,,0,,0,,0,,0,397,381,4,5,0,5,5,1,1,1,0,1,EMIS,30.08982,66.92973,30.0896283333333,66.9296966666666
12986,GGMIDS KILLI MENGAL ABAD LIZO,KHUZDAR,KHUZDAR,KHUZDAR,GAZGI,LIZZO,12,KILLI MENGAL ABAD LIZO,256,19,03672,GGHS KHATAN,,03337982810,,,Urban,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,7,Yes,No,Yes,Pakka,Complete,No,Yes,Yes,,|km,No,No,,No,No,Tubewell,Yes,|km,No,,,No,,,No,,,Yes,Yes,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,No,Yes,,No,No,No,No,Yes,Yes,,No,No,No,No,2,0,8,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,40,0,0,14,35,80,0,8,30,72,0,0,20,27,0,1,25,25,0,1,25,13,0,0,20,12,0,0,15,8,0,0,10,10,,0,,0,,0,,0,,0,,0,,0,,0,220,271,21,20,0,24,24,1,1,1,0,1,EMIS,27.7961,66.61513,27.8008151731867,66.6201735796779
13021,GBPS ADIL ABAD,SHERANI,SHERANI,0,AHMDI DERGA,0,0,ADIL ABAD,257,1,04494,GBHS KHANKI zarif khan,,0,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Donated,Pakka,Need Repair,No,1,No,No,No,,,No,No,No,,1|km,No,No,,No,No,Nothing,No,1|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,9,,5,,6,,3,,8,,3,,3,,7,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,52,1,0,1,0,1,,,0,0,0,EMIS,31.5096,69.85672,31.5096262100008,69.8506078372271
13328,GGPS HAJI MUHAMMAD RASOOL,CHAMAN,CHAMAN,CHAMAN,CHAMAN,0,0,KILLI HAJI MUHAMMAD ,263,23,01824,GGHS CHAMAN,,03118350007,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,6,Yes,Yes,Yes,Mix,In-Complete,Yes,No,No,,0|km,No,No,,No,Yes,Nalka,No,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,,,Yes,Yes,,,0,0,3,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,39,38,0,0,40,40,0,0,25,16,0,0,25,20,0,0,15,15,0,0,16,22,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,160,151,0,2,0,2,2,,,0,0,0,RTSM,30.9402086557269,66.5151083850238,30.9401666448343,66.5139569201346
13396,GGPS SAAT MARLA,KHUZDAR,KHUZDAR,KHUZDAR,ZERINA KHATTAN,SAAT MARLA,0,SAAT MARLA,256,19,50123,GGHS KHAIRAWA,,03344134448,,,Urban,Summar,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,Yes,Pakka,Complete,No,Yes,No,,100|m,No,No,,Yes,No,Nothing,Yes,|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,Yes,Yes,No,No,Yes,,No,No,,,Yes,No,,,Yes,No,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,112,67,0,11,23,62,0,2,24,17,0,8,24,19,0,3,25,17,0,3,20,24,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,228,252,5,5,0,5,5,,,0,0,0,RTSM,27.8040027078283,66.6385890340825,27.8039516666666,66.6380416666666
14203,GBPS ALI BAKHSH SASOLI,NASEER ABAD,D.M.JAMALI,D.M.J,MANJHOUTI SHARQI,NIL,00,GOTH HAJI ALIN BAKHS,260,11,07555,GBHS SYED MEHMOOD SHAH,,03003172217,,,Rural,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,Yes,No,No,,,No,No,No,,100|m,No,No,,No,No,Naher,No,0|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,No,Yes,,Yes,Yes,Yes,,4,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,8,2,2,18,22,0,2,9,8,1,0,13,15,2,2,8,9,3,3,6,5,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,72,76,3,1,1,0,1,,,0,0,0,EMIS,28.52326,68.3362,28.5233576079258,68.3363636829292
14247,GBPS BAZI GEER KHUZDAR,KHUZDAR,KHUZDAR,KHUZDAR,KHAND,BAZI GEER,0,BAZI GEER,269,19,03652,GBHS KHAND,,03337971095,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,3,Yes,Yes,Yes,Mix,Complete,No,Yes,No,,100|m,No,No,,Yes,Yes,Tubewell,Yes,|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,No,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,8,10,0,0,10,14,0,0,9,21,0,1,7,14,0,0,8,17,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,62,77,3,2,3,0,3,,,0,0,0,EMIS,27.83725,66.60358,27.83728026,66.60348392
14383,GBPS KAKA ZAI,PISHIN,HURAMZAI,HURAMZAI,HAJIAN SHAKARZAI,0000,0000,KAKA RAZZAQ,265,49,01214,GBHS SHINGHARI,,0000,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,School does not Exists,No,,No,No,,,,No,0,No,No,No,,,No,No,No,,|km,No,No,,No,No,Well,No,|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,EMIS,30.77183,66.98826,30.7423616666666,66.903525
14426,GBPS HUZOOR BAKHSH DOMKI,SOHBAT PUR,SOHBAT PUR,0,FAIZABAD,0,0,HUZOOR BAKHSH,261,15,05655,GBHSS MUHAMMAD BAKHSH NOOR PUR,,03337343423,,,Rural,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,6,No,No,Yes,Pakka,Need Repair,No,Yes,No,,0|km,No,No,,No,No,Naher,Yes,0|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,No,No,No,No,No,Yes,Sports,No,No,,,Yes,No,Yes,Yes,Yes,No,,5,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,8,9,9,6,6,7,7,15,15,5,5,13,12,3,4,14,14,1,1,6,6,3,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,90,90,1,1,1,0,1,,,0,0,0,RTSM,28.4300627499165,68.3727656608138,28.43001853,68.3727031
14485,GBPS GORGAGE JADEED,NOSHKI,NOSHKI,NIL,MALL,BAGHAK MAL,3,JADEED GORGAGE,260,34,06611,GBHS  HAJI MUHAMMAD,,03404774705,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,Yes,,No,Yes,Donated,Pakka,Dangerous Condition,Yes,2,No,No,No,,,No,No,No,,2|km,No,No,,No,No,Well,No,2|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,12,7,7,5,5,4,4,4,4,5,3,4,6,4,5,9,8,0,0,2,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,60,60,1,1,1,0,1,,,0,0,0,EMIS,29.25089,65.79585,29.2493366666666,65.80022
14488,GBPS MUHAMMAD HASHIM,NOSHKI,NOSHKI,NUSHKI,MALL,KUCHAKICHA,3,MUHAMMAD HASHIM KUCH,260,34,06605,GBHS KILLI RUSTOM MA,,03353133150,,,Rural,Summar,,Boys,Primary,Non-Functional,Shelterless Schools,Yes,0000,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,Yes,No,No,,,No,No,No,Genrator,0|km,No,No,,No,No,Nothing,No,10|m,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,No,Yes,Yes,No,No,Yes,,No,No,,,Yes,No,Yes,No,No,No,,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,29.07536,65.50702,29.07603521,65.50721111
14607,GGMIDS CHILTAN SCHEME,QUETTA,CHILTAN,CHILTAN ,CHILTAN,Sheikhmanda ,51,KILLI CHILTAN SCHEME(SHEIKHMAN,264,25,03334,GGHSS KILLI ALAM KHAN,,03319389949,,,Urban,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,7,Yes,No,Yes,Pakka,Complete,No,Yes,No,,20|m,Yes,No,,Yes,Yes,Nalka,Yes,20|m,No,,,No,,,No,,,No,No,Teachers,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,Yes,No,No,No,Yes,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,120,120,0,0,79,79,0,0,54,54,0,0,47,47,0,1,33,32,0,0,19,19,0,0,31,31,0,0,19,19,0,0,27,27,,0,,0,,0,,0,,0,,0,,0,,0,429,429,9,9,0,11,11,,,1,0,1,EMIS,30.25853,66.97177,30.2585593386906,66.9719438719621
14701,"GBMIDS KILLI JAMALHAN, JANAT ALI",KOHLU,KAHAN,kahan,NISAO,jannat ali loap,1,JAMALIAN,269,9,02695,GBHS KAHAN,,0332292062,,,Urban,Winter,Single Shift,Boys,Middle,Functional,,Yes,0,No,Yes,Educaton Department,Kacha,Need Repair,Yes,2,No,No,No,,,Yes,No,No,,120|km,No,No,,No,No,Nothing,No,20|km,No,,,No,,,No,,,No,No,No One,No,No,No,Weekly,No,Ghazayat Ki Kami,No,No,No,No,No,No,,No,No,,,No,,,,,,No,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,16,3,10,14,7,3,10,9,3,4,16,20,16,12,11,15,10,6,10,13,8,5,11,15,10,6,5,7,5,3,20,15,9,4,,0,,0,,0,,0,,0,,0,,0,,0,197,187,5,1,2,0,2,1,0,1,0,1,,29.3380447309436,69.1855472667632,29.34416953,69.18812547
14746,GBMIDS GOTH RAZA MUHAMMAD LEHRI FAROOQABAD DMJ,NASEER ABAD,D.M.JAMALI,D.M JAMALI,JHUDAIR,NIL,00,RAZA MUHAMMAD LEHRI FAROOQABAD DMJ,256,13,GBHS SHAFI MUHAMMAD ,GBHS SHAFI MUHAMMAD UMRANI,,03064202617,,,Rural,Summar,,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,5,No,Yes,Yes,Pakka,Need Repair,No,Yes,Yes,QESCO,0|km,No,No,,No,No,Naher,No,0|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,Yes,No,Yes,Yes,Yes,No,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,0,0,0,,37,,0,,23,,0,,5,,0,,5,,0,,5,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,30,80,4,2,4,0,4,,,0,0,0,EMIS,28.44215,68.28519,28.4421974039475,68.2852130381257
14861,GBPS MADRASSA HARAM ZAI,SHERANI,SHERANI,SHERANI,NORTH SHIN GHAR,0,0,HARAMZAI,257,1,04558,GBHS KHAN ALAM,,03346675169,,,Urban,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Dangerous Condition,Yes,1,Yes,No,Yes,Pakka,Need Repair,No,Yes,No,QESCO,0|km,No,No,,No,No,Nothing,No,110|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,Yes,,Yes,Yes,Yes,,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,17,0,0,17,28,0,0,15,20,0,0,15,24,0,0,10,10,0,0,3,3,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,77,102,1,1,1,0,1,,,0,0,0,EMIS,31.50422,69.68885,31.5049852324375,69.6895866076106
