school_name,bemis_code,latitude,longitude,district,in_killa_saifullah
GBPS TALKHAN SAKHOBI,1838,31.1744956139409,68.4788417492901,KILLA SAIFULLAH,False
GBPS KILLI ABDULLAH JAN JOGGIZAI,1840,30.7032146789471,68.3819778350996,KILLA SAIFULLAH,False
GBPS GHUTI,1841,30.7147876286178,68.402508361091,KILLA SAIFULLAH,False
GBPS KHUDAIDAD KHAN GHUTI,1842,30.7225918025254,68.4096693662611,KILLA SAIFULLAH,False
GBPS ABDUL BAQI AKHWANDZADA (NEW LAHORE),1843,30.841733865155,68.2399349153851,KILLA SAIFULLAH,False
GBPS SHER ALI JALALZAI,1844,30.7386940138251,68.4119467231488,KILLA SAIFULLAH,False
GBPS YAHYA WAL,1845,30.7743177190622,68.3912240759319,KILLA SAIFULLAH,False
GBPS ZARY FATHO ZAI,1846,30.7157968960142,68.4711363894412,KILLA SAIFULLAH,False
GBPS KARIGRAN,1847,30.7202289008631,68.4275308741958,KILLA SAIFULLAH,False
GBPS BAHADUR WAL,1848,30.7195045278931,68.4394712497954,KILLA SAIFULLAH,False
GBPS AWAL KHAN,1849,30.6818335350669,68.4022586423636,KILLA SAIFULLAH,False
GBPS JAMIA MASJID QILLAH SAIFULLAH,1850,30.7023877027051,68.3578573292887,KILLA SAIFULLAH,False
GBPS KILLI JAHANGIR,1851,30.6935272804133,68.3457880484103,KILLA SAIFULLAH,False
GBMIDS AHMED ZAI,1852,30.6982299880076,68.3209371102542,KILLA SAIFULLAH,False
GBPS KILLI SHABO ZAI,1853,30.7005910909835,68.3236572381417,KILLA SAIFULLAH,False
GBPS MADRASSA MEER ZAI,1854,30.7017627724411,68.314115485611,KILLA SAIFULLAH,False
GBPS KILLI SHER JAN,1855,30.712620562459,68.2954214922755,KILLA SAIFULLAH,False
GBPS BANDAT PASIN ZAI,1856,30.7736535828568,68.1640523618558,KILLA SAIFULLAH,False
GBPS NESHPA ALI GARH,1857,30.6517965357967,68.4671995914931,KILLA SAIFULLAH,False
GBHS AKHTAR ZAI,1858,30.6714080512442,68.4947221563594,KILLA SAIFULLAH,False
GBPS SHINKI BAH,1859,30.6810193885954,68.5087552879993,KILLA SAIFULLAH,False
GBPS KILLI AKHTAR MUHAMMAD DALEZAI,1860,30.742522429807,68.3964099961347,KILLA SAIFULLAH,False
GBPS TODA SAMI KHULAH,1861,30.6026317991162,68.8762681020816,KILLA SAIFULLAH,False
GBPS BAHERWAL,1862,30.7132847748657,68.3656388161942,KILLA SAIFULLAH,False
GBPS ABDUL KARAIZ,1863,30.7175475660163,68.3280886545542,KILLA SAIFULLAH,False
GBPS NAWAGI SHINAH,1864,30.7302536354802,68.3253284044115,KILLA SAIFULLAH,False
GBPS SHAGAI PAYAZAI,1865,30.7406249795455,68.3876697175313,KILLA SAIFULLAH,False
GBPS SHARAN MUSA ZAI,1866,30.7238096274574,68.3663074564528,KILLA SAIFULLAH,False
GBHS BANDAT MUSAZAI,1867,30.6963761151507,68.3638472028777,KILLA SAIFULLAH,False
GBPS SUR TANGI,1868,30.8231136270157,68.4835480052306,KILLA SAIFULLAH,False
GBPS ZARKAI KHANDAKI,1869,30.7838935817947,68.5950163994644,KILLA SAIFULLAH,False
GBPS TARKHA DOULAT ZAI,1871,30.8312175947751,68.5923024577867,KILLA SAIFULLAH,False
GBPS ZARI KARAIZ,1872,30.7158384629163,68.4711099505938,KILLA SAIFULLAH,False
GBPS NAWGI MANJRA,1873,30.7323085780161,68.3190421918672,KILLA SAIFULLAH,False
GBPS KILLI NANGA,1874,30.7370744700974,68.3284594535918,KILLA SAIFULLAH,False
GBHS KILLI JALAL KHAN,1875,30.7245487709005,68.2782534581848,KILLA SAIFULLAH,False
GBPS QILLAH ZARGHOON,1876,30.6903023288555,68.3837523123344,KILLA SAIFULLAH,False
GBPS KILLI SAITHAN,1877,30.7139877486542,68.3415944473073,KILLA SAIFULLAH,False
GBPS JAWAR TARKAI,1878,30.785268204871,68.3687834303779,KILLA SAIFULLAH,False
GBPS QALANDARA MALAZAI,1880,30.8360922483959,68.343382836225,KILLA SAIFULLAH,False
GBMIDS KILLI MANKI VIALA,1881,30.6934716230055,68.3990946408898,KILLA SAIFULLAH,False
GBHS QILLAH SAIFULLAH,1882,30.7030301693007,68.3597350375399,KILLA SAIFULLAH,False
GBPS MADRASSA TANA AKHTARZA,1883,30.6706464436817,68.4941189929596,KILLA SAIFULLAH,False
GBPS MUSAFAR PUR,1884,30.9664671918426,69.1500052590888,KILLA SAIFULLAH,False
GBPS FATEH KHAN ALLAH DAD ZAI,1885,30.6685328316867,68.4634867847665,KILLA SAIFULLAH,False
GBPS KILLI SHAH ZAMAN,1886,30.7033574627241,68.7537008049222,KILLA SAIFULLAH,False
GBPS GARHA ALI KHAIL,1887,30.6909059836669,68.7050376066478,KILLA SAIFULLAH,False
GBMIDS KALO KILLAH,1888,30.6986281062126,68.7380563216726,KILLA SAIFULLAH,False
GBPS KAPER TOHI,1891,30.6774034998466,68.5359879767466,KILLA SAIFULLAH,False
GBMIDS  BRAT KHAIL,1892,30.6351245662439,68.812797403588,KILLA SAIFULLAH,False
GBPS SANGAN BARAT KHAIL,1893,30.6351116565949,68.7972151682883,KILLA SAIFULLAH,False
GBPS DAND RUSTOM ZAI,1894,30.6025527741136,68.8763398390523,KILLA SAIFULLAH,False
GBPS SAIB ZAI,1895,30.8661248716234,68.8088027129024,KILLA SAIFULLAH,False
GBPS KAMOT SAIB ZAI,1896,30.8304577610204,68.7700498299634,KILLA SAIFULLAH,False
GBMIDS TAR WAL,1897,30.6909844060717,68.4593777676199,KILLA SAIFULLAH,False
GBPS POTI ALI KHAIL,1898,30.7022663500921,68.6663752184358,KILLA SAIFULLAH,False
GBPS QILLAH ALI KHAIL,1899,30.6798099031161,68.6438781856265,KILLA SAIFULLAH,False
GBHSS KHULGAI,1900,30.6819322217838,68.6686787782169,KILLA SAIFULLAH,False
GBPS JADEED ALOZAI,1901,30.6809758010252,68.6067232127412,KILLA SAIFULLAH,False
GBPS HAJI DASMAL ALOZAI,1902,30.6755501769066,68.5771208448587,KILLA SAIFULLAH,False
GBPS WALANG AKHTAR ZAI,1903,30.6855901665326,68.5538138926254,KILLA SAIFULLAH,False
GBPS PITAO GHORIZAI,1904,30.9658330281194,69.0253763170427,KILLA SAIFULLAH,False
GBPS MALANG BATO ZAI,1905,30.8979167245034,68.9672840558871,KILLA SAIFULLAH,False
GBPS NALISAR,1906,30.8338694904051,68.8193125628168,KILLA SAIFULLAH,False
GBPS NALI PAI,1907,30.8003576046296,68.8682582255854,KILLA SAIFULLAH,False
GBPS SHIN KAI,1908,30.754752555165,68.9169454964914,KILLA SAIFULLAH,False
GBPS DOZAI,1909,30.7325969432227,68.8607157130469,KILLA SAIFULLAH,False
GBMIDS SHINA LASHTA NO 1 GUL HABIB,1910,30.7023576484037,68.8001376108727,KILLA SAIFULLAH,False
GBPS SHINA LASHTA NO 2,1911,30.7023900296473,68.8001557995295,KILLA SAIFULLAH,False
GBPS GAWAL HAIDER ZAI,1912,30.7022508982623,68.7789959257061,KILLA SAIFULLAH,False
GBPS TANG HAIDER ZAI,1913,30.8387687157565,69.0226843469513,KILLA SAIFULLAH,False
GBPS JAMAL WALA,1914,30.7623010000999,68.9447869790764,KILLA SAIFULLAH,False
GBHS GAWAL ISMAIL ZAI,1915,30.8951805454852,69.0894222248304,KILLA SAIFULLAH,False
GBPS KODA ISMAIL ZAI,1916,30.8874662073176,69.0833456799795,KILLA SAIFULLAH,False
GBPS DARGA KARAIZ,1917,30.8433179824927,69.0606498634205,KILLA SAIFULLAH,False
GBPS TOR GHUNDI TOREY ZAI,1918,31.0259957293137,69.2123407682586,KILLA SAIFULLAH,False
GBPS SAMAHZAH,1919,30.8239713605157,69.1128878365735,KILLA SAIFULLAH,False
GBPS GHAT ISMAIL ZAI,1920,30.8826181270881,69.0717876597516,KILLA SAIFULLAH,False
GBPS KILLAH ABDULLAH ALIKHAIL,1921,30.6949274998118,68.7550375606076,KILLA SAIFULLAH,False
GBHS AMIR ABAD,1922,30.7290260414462,68.8336055752616,KILLA SAIFULLAH,False
GBPS LAMASK,1923,30.727039733909,68.797929591881,KILLA SAIFULLAH,False
GBPS MALIK ATTA MUHAMMAD,1925,30.8655287070017,69.0524174481334,KILLA SAIFULLAH,False
GBPS TOI WAR,1926,30.8978075973566,68.7437465676275,KILLA SAIFULLAH,False
GBPS PITAO BATO ZAI,1927,30.8631887918091,68.7733390685352,KILLA SAIFULLAH,False
GBPS BATO ZAI N( SARDAR MURAD KHAN),1928,31.105629977729,68.7321383338858,KILLA SAIFULLAH,False
GBHS KAKAR BATO ZAI,1929,30.8671764801033,68.8273190823244,KILLA SAIFULLAH,False
GBPS WALGAI GHARA,1930,30.7207355382781,68.8347750684172,KILLA SAIFULLAH,False
GBPS SHAMSA GHORI ZAI,1931,31.0655998099753,69.1912299811554,KILLA SAIFULLAH,False
GBHS JANO GHORI ZAI,1932,31.0370885769026,69.1956469535706,KILLA SAIFULLAH,False
GBPS SORH GHORI ZAI,1933,31.0311711279253,69.2117818638871,KILLA SAIFULLAH,False
GBHS SHARAN JOGIZAI,1934,31.0383636077612,68.553472622891,KILLA SAIFULLAH,False
GBPS SHARAN JOGIZAI,1935,31.0306549992554,68.5380012436634,KILLA SAIFULLAH,False
GBPS PITAO SHARAN,1936,31.0433274286857,68.577564439442,KILLA SAIFULLAH,False
GBPS BANGLAH MEHRAB KHAN,1937,31.029368720693,68.5314982306797,KILLA SAIFULLAH,False
GBPS ZEENATUL MADARAS,1938,31.036303963342,68.5533656485047,KILLA SAIFULLAH,False
GBPS SANZALI SHARAN,1939,31.0406000849521,68.5619164017548,KILLA SAIFULLAH,False
GBPS KACH KARIM ZAI,1940,31.0421547725547,68.5882764867252,KILLA SAIFULLAH,False
GBMIDS ABDUL KARIM SHARAN,1941,31.034175954018,68.5326384242269,KILLA SAIFULLAH,False
GBPS RAZA SHAH JOGAIZAI,1943,30.6890301229276,68.4404427501576,KILLA SAIFULLAH,False
GBPS TAN SHIAPA,1944,31.2065497641923,68.4681987786505,KILLA SAIFULLAH,False
GBPS OBASHTAI,1945,31.1153919409351,68.1551051082087,KILLA SAIFULLAH,False
GBPS ABDUL BAQI POLAY ZAI,1946,31.0212069908739,68.3443316154274,KILLA SAIFULLAH,False
GBMIDS TOR TANGI,1947,30.9221392159409,67.8203048972591,KILLA SAIFULLAH,False
GBPS KAN ADNAI ZAI,1948,30.9091199381449,67.8154835738599,KILLA SAIFULLAH,False
GBPS MURGHAKAI,1949,30.940738101271,67.8083794952695,KILLA SAIFULLAH,False
GBPS GHUNZA,1950,30.9847652108509,67.8359011739038,KILLA SAIFULLAH,False
GBPS VERZARABA,1951,31.0055442084265,67.696900051223,KILLA SAIFULLAH,False
GBPS ROGHANI,1952,31.0023474480537,67.9019995609702,KILLA SAIFULLAH,False
GBPS MALKHOZ GAI,1953,30.9251167304936,68.0582217015925,KILLA SAIFULLAH,False
GBMIDS BARTH CHEENA,1954,30.9265858864517,67.9816576908363,KILLA SAIFULLAH,False
GBPS LATIF AGHBARGI,1955,30.9193063048776,67.9688019871293,KILLA SAIFULLAH,False
GBPS NAKROZE,1956,30.9547594230132,67.7580497510156,KILLA SAIFULLAH,False
GBPS MANAZAI ANDAR BASE,1957,30.9576261626687,67.7908030561727,KILLA SAIFULLAH,False
GBPS ZARPAN,1958,31.1605047369089,67.7139817741461,KILLA SAIFULLAH,False
GBPS QUTAB SAKHOBI,1959,31.172830219869,67.7071513271763,KILLA SAIFULLAH,False
GBPS SANZALI SHAHBAN,1960,31.1722169620814,67.6728721454819,KILLA SAIFULLAH,False
GBPS SABKAR GHUNDI,1961,31.1545837711553,67.618111067353,KILLA SAIFULLAH,False
GBPS SUR RAGHA,1962,30.8332340857174,67.7113822453136,KILLA SAIFULLAH,False
GBPS MUGHAL CHEENA,1963,31.0210895942691,67.8068739285303,KILLA SAIFULLAH,False
GBPS SALAK,1964,31.0383022124467,67.8324562785054,KILLA SAIFULLAH,False
GBPS MULTANAI,1965,31.0329648288656,67.8397781855762,KILLA SAIFULLAH,False
GBPS BABU CHEENA,1966,31.0346731899013,67.846902465972,KILLA SAIFULLAH,False
GBMIDS ANDAR BASE,1967,30.9596316336793,67.7791644613301,KILLA SAIFULLAH,False
GBPS JADEED MALA KAR,1968,30.8707456295674,67.6214024643165,KILLA SAIFULLAH,False
GBPS SHADO ARGASI,1969,30.9069229683251,67.6083222910014,KILLA SAIFULLAH,False
GBMIDS BADENI,1970,31.5218013971939,67.8392474314894,KILLA SAIFULLAH,False
GBPS TARKHA KAKAR KHURASAN,1971,31.5183803004254,67.6494789357554,KILLA SAIFULLAH,False
GBPS KILLI KHOZAY,1972,31.5102240269538,67.8373464781418,KILLA SAIFULLAH,False
GBPS SARHA CHAHAN,1973,31.3445017560169,67.8233905024732,KILLA SAIFULLAH,False
GBPS MAMA MACHAR ZAI,1974,31.3041882135389,67.7084552523546,KILLA SAIFULLAH,False
GBPS MURGHA MIRZAI,1975,31.2435665212445,67.7087948532922,KILLA SAIFULLAH,False
GBPS LOI BAND,1976,31.2440387359296,67.6045051812266,KILLA SAIFULLAH,False
GBMIDS KAJEER,1977,31.2195144542589,67.4727218133462,KILLA SAIFULLAH,False
GBPS SIRKI KARAIZ,1978,31.17400185951,67.5817789016011,KILLA SAIFULLAH,False
GBPS DABRI AKHTAR MUHAMMAD,1979,31.2174325997716,67.6700036981159,KILLA SAIFULLAH,False
GBPS GARSMALAN,1980,31.1156571979211,67.8875671529386,KILLA SAIFULLAH,False
GBPS TURWA MURGHA,1981,31.1989051614906,67.8007287627642,KILLA SAIFULLAH,False
GBHS MURGHA FAQIR ZAI,1982,31.0524181363295,67.7768101235386,KILLA SAIFULLAH,False
GBHS KOZ KACH,1983,31.0000654576218,67.7948233611722,KILLA SAIFULLAH,False
GBPS ZARA GHAIZ,1984,31.0422992344541,67.7714469023014,KILLA SAIFULLAH,False
GBPS SHARAN MURGHA,1985,31.0590239289554,67.7982036287088,KILLA SAIFULLAH,False
GBPS KHAIR ABAD,1986,31.045285993668,67.8248441222869,KILLA SAIFULLAH,False
GBPS SANGAR MUNIR,1987,31.0445779039108,67.8439089939185,KILLA SAIFULLAH,False
GBPS HAJI PUKAR KHAN,1988,31.0364574327967,67.8472097696834,KILLA SAIFULLAH,False
GBPS KOZH KACH HAJI MUHAMMAD SHAH,1989,30.9999256098569,67.7943886836125,KILLA SAIFULLAH,False
GBPS KOZ KACH HAJI ABDUL REHMAN,1990,30.9940220890473,67.7873388525324,KILLA SAIFULLAH,False
GBMIDS SHINSHOBE,1991,30.956268439087,67.6989711323196,KILLA SAIFULLAH,False
GBPS TAKAI MUHAMMAD SHAFI,1992,30.9632465172117,67.8217864549373,KILLA SAIFULLAH,False
GBPS TANGI MARDANZAI,1993,30.8218305428906,67.7102812582224,KILLA SAIFULLAH,False
GBPS KHATOKA,1995,30.6879522577401,67.7449043580191,KILLA SAIFULLAH,False
GBPS KHIDAR KHAK,1996,30.7527975799807,67.7105257049161,KILLA SAIFULLAH,False
